,second_name,first_name,id,team,element_type,total_points,points_per_game,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,selected_by_percent,special,squad_number,status,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
657,Furtado Scarpa,Gustavo Henrique,462,16,3,0,0.0,0.0,0.0,185253,0,0,0,0,0,0.0,0.0,0,0.0,False,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,45,185253.jpg,0.0,False,,u,17,296,0,5424,2,0.0,0.0,G.Scarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,707,273,700,273,682,266,710,274,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,375,229,620,223,714,278,660,256,0.0,0.0
658,Shelvey,Jonjo,463,16,3,0,0.0,0.0,0.0,50232,0,0,-2,2,0,0.0,0.0,0,0.0,False,Season long loan to Çaykur Rizespor,2023-09-18T10:37:34.955618Z,48,50232.jpg,0.0,False,,u,17,290,0,2881,2,0.0,0.0,J.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,793,332,789,331,783,329,794,332,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,269,173,739,301,793,332,662,257,0.0,0.0
659,Yates,Ryan,470,16,3,36,1.4,100.0,100.0,204968,0,0,-2,2,0,2.0,1.5,2,1.5,False,,2023-10-02T09:30:09.366703Z,48,204968.jpg,0.0,False,,a,17,1867,38,4064,14,0.3,7.5,Yates,1320,0,0,1,28,0,0,0,4,0,0,1,131,207.8,73.1,165.0,44.5,13,1.84,0.46,2.30,21.86,258,106,307,167,165,100,256,124,,,,,,,0.13,0.0,0.03,0.16,1.49,1.91,292,190,210,100,403,182,593,215,0.89,0.07
660,Domínguez,Nicolás,712,16,3,60,3.2,100.0,75.0,250199,0,0,0,0,1,3.3,2.1,1,2.8,False,,2024-03-02T20:30:09.898055Z,50,250199.jpg,0.0,False,,a,17,9854,210,8243,66,0.6,12.0,Dominguez,1344,2,2,6,24,0,0,0,3,0,0,6,238,310.4,156.6,167.0,63.7,18,1.20,1.09,2.29,20.19,191,80,187,120,161,99,195,98,,,,,,,0.08,0.0,0.07,0.15,1.35,1.61,203,126,113,51,119,62,573,205,1.21,0.4
661,Sangaré,Ibrahim,713,16,3,19,1.6,100.0,100.0,210462,0,0,-1,1,0,0.5,0.0,0,0.0,False,,2024-02-23T15:30:10.041810Z,49,210462.jpg,0.0,False,,a,17,2126,45,1991,12,0.0,3.9,Sangaré,849,0,0,4,13,0,0,0,6,0,0,0,65,134.0,97.0,36.0,26.7,11,0.61,0.36,0.97,12.71,318,134,265,151,347,177,338,151,,,,,,,0.06,0.0,0.04,0.1,1.35,1.38,242,156,761,317,373,164,693,273,1.17,0.42
662,McDonnell,Jamie,779,16,3,0,0.0,,,524070,0,0,0,0,0,0.5,0.0,0,0.0,False,,,45,524070.jpg,0.0,False,,a,17,234,25,134,12,0.0,0.0,McDonnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,765,315,761,315,750,311,768,316,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,476,286,694,275,767,317,801,338,0.0,0.0
663,Reyna,Giovanni,801,16,3,3,1.0,75.0,75.0,427420,0,0,-2,2,0,0.5,0.2,0,0.2,False,Knock - 75% chance of playing,2024-03-08T16:30:10.923429Z,48,427420.jpg,0.0,False,,d,17,1505,9,930,45,0.0,0.6,Reyna,38,0,0,0,0,0,0,0,0,0,0,0,11,6.8,21.4,8.0,3.7,0,0.06,0.02,0.08,0.33,492,220,405,202,434,217,469,211,,,,,,,0.14,0.0,0.05,0.19,0.78,0.0,295,192,369,175,493,229,727,289,0.0,0.0
664,McAtee,James,360,17,3,65,2.7,100.0,100.0,432714,0,0,-1,1,0,0.0,1.0,1,1.5,False,,2023-12-27T00:00:10.629264Z,44,432714.jpg,0.7,False,,a,49,238710,356,166976,2324,0.3,14.8,McAtee,1567,3,3,2,55,0,0,0,2,0,0,0,206,273.8,289.8,257.0,82.0,18,2.36,1.35,3.71,34.59,216,87,97,69,107,69,129,75,3.0,,2.0,,3.0,,0.14,0.0,0.08,0.22,1.99,3.16,562,322,205,98,174,78,223,69,1.03,0.11
665,Coulibaly,Ismaila,478,17,3,0,0.0,0.0,0.0,476938,0,0,-1,1,0,0.0,0.0,0,0.0,False,Season-long loan to AIK,2024-02-04T18:51:36.229561Z,44,476938.jpg,0.0,False,,u,49,4541,0,6679,15,0.0,0.0,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,264,683,266,657,255,695,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,571,326,600,213,703,271,577,208,0.0,0.0
666,Fleck,John,481,17,3,3,0.8,0.0,0.0,47247,0,0,-1,1,0,0.0,0.0,0,0.0,False,Transferred to Blackburn Rovers,2024-02-04T18:53:18.011553Z,49,47247.jpg,0.0,False,,u,49,683,0,1403,4,0.0,0.6,Fleck,89,0,0,0,5,0,0,0,1,0,0,0,13,5.4,26.0,2.0,3.3,1,0.00,0.35,0.35,3.15,495,222,391,195,465,232,475,216,,,,,,,0.0,0.0,0.35,0.35,3.19,5.06,219,140,749,307,523,245,744,297,1.01,0.0
667,Norwood,Oliver,488,17,3,40,1.7,100.0,100.0,79934,0,0,-2,2,0,0.0,0.5,0,1.0,False,,2023-12-06T22:00:10.467989Z,48,79934.jpg,0.0,False,,a,49,10154,10,11223,27,0.2,8.3,Norwood,1400,1,0,0,43,0,0,0,7,0,0,3,224,302.8,253.7,82.0,63.8,16,1.10,1.22,2.32,34.33,197,81,117,82,255,131,194,97,4.0,,,,2.0,,0.07,0.0,0.08,0.15,2.21,2.76,275,176,250,117,351,153,581,211,1.03,0.0
668,Osborn,Ben,489,17,3,22,1.5,100.0,100.0,167878,0,0,-2,2,0,0.0,1.3,2,1.8,False,,2023-08-27T23:00:07.645002Z,48,167878.jpg,0.0,False,,a,49,1055,7,3034,6,0.4,4.6,Osborn,697,0,1,0,15,0,0,0,2,0,0,0,86,94.4,109.5,17.0,21.9,6,0.15,0.42,0.57,15.36,353,148,245,145,409,204,362,162,,,,,,,0.02,0.0,0.05,0.07,1.98,1.94,284,184,183,86,384,170,665,258,0.77,0.0
669,Slimane,Anis,587,17,3,10,0.9,0.0,0.0,504198,0,0,-3,3,0,0.0,0.0,0,0.0,False,Unknown - Expected back 30 Mar,2024-02-29T14:30:10.309102Z,47,504198.jpg,0.0,False,,i,49,1081,0,5638,16,0.0,2.1,Slimane,359,0,0,1,12,1,0,0,2,0,0,0,17,32.6,44.0,58.0,13.5,4,0.81,0.12,0.93,8.51,445,195,355,182,305,157,408,187,,,,,,,0.2,0.0,0.03,0.23,2.13,3.01,329,215,736,298,513,241,638,243,1.0,0.25
670,de Souza Costa,Vini,638,17,3,60,2.2,100.0,100.0,424001,0,0,0,0,1,0.0,1.3,1,1.8,False,,2023-08-10T15:30:07.083501Z,50,424001.jpg,0.0,False,,a,49,6251,45,5238,141,0.4,12.0,Vini Souza,2166,1,1,1,65,0,0,0,2,0,0,4,301,464.8,82.8,102.0,65.0,25,0.44,0.41,0.85,48.34,79,28,288,160,226,120,189,95,,,,,,,0.02,0.0,0.02,0.04,2.01,2.7,204,127,186,88,278,118,574,206,1.04,0.04
671,Brooks,Andre,655,17,3,17,1.3,,,538210,0,0,-1,1,0,0.0,0.0,0,0.5,False,,,44,538210.jpg,0.0,False,,a,49,6707,6,6173,32,0.1,3.9,Brooks,647,0,0,1,18,0,0,0,1,0,0,0,58,55.6,31.3,46.0,13.4,8,0.32,0.21,0.53,9.63,412,176,380,191,324,167,410,188,,,,,,,0.04,0.0,0.03,0.07,1.34,2.5,592,340,307,149,409,184,571,203,1.11,0.14
672,Hamer,Gustavo,663,17,3,71,2.7,100.0,100.0,196100,0,0,-1,1,1,0.0,2.7,7,3.2,False,,2024-02-10T20:30:08.525907Z,49,196100.jpg,0.1,False,,a,49,66971,145,61192,179,0.7,14.5,Hamer,2062,3,3,2,55,0,0,0,8,0,0,4,303,374.8,600.3,204.0,117.7,24,2.23,2.69,4.91,44.27,132,57,25,20,137,87,68,53,2.0,,1.0,,,,0.1,0.0,0.12,0.22,1.93,2.4,237,153,85,38,183,82,385,120,1.05,0.09
673,Davies,Tom,666,17,3,7,0.8,100.0,100.0,173807,0,0,0,0,0,0.0,0.3,1,0.8,False,,2023-10-06T11:00:10.190930Z,50,173807.jpg,0.0,False,,a,49,770,6,891,9,0.2,1.4,T.Davies,214,0,0,0,11,0,0,0,2,0,0,0,11,26.4,18.1,48.0,9.4,2,0.34,0.06,0.40,7.43,452,199,412,206,321,164,436,198,,,,,,,0.14,0.0,0.03,0.17,3.12,4.63,191,117,276,131,525,246,741,295,0.84,0.0
674,Oné,Ryan,730,17,3,1,1.0,,,585472,0,0,-1,1,0,0.0,-0.5,0,0.0,False,,,44,585472.jpg,0.0,False,,a,49,670,2,526,9,0.0,0.2,Oné,7,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,1.28,699,269,493,240,668,262,702,270,,,,,,,0.0,0.0,0.0,0.0,16.46,25.71,595,342,608,219,466,210,762,307,0.0,0.0
675,Peck,Sydie,759,17,3,1,1.0,,,552425,0,0,-1,1,0,0.0,-0.5,0,0.0,False,,,44,552425.jpg,0.0,False,,a,49,420,5,303,8,0.0,0.2,Peck,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.12,698,268,503,243,667,261,701,269,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,594,341,607,218,465,209,779,321,0.0,0.0
676,Brereton,Ben,775,17,3,17,4.2,100.0,100.0,204814,0,0,0,0,0,0.0,-0.3,1,0.2,False,,2024-02-10T20:30:08.588728Z,50,204814.jpg,0.1,False,,a,49,24634,30,18106,393,0.0,3.4,Brereton Díaz,254,2,0,0,9,0,0,0,1,0,0,1,48,86.2,17.1,100.0,20.4,4,0.79,0.06,0.85,6.39,366,153,415,207,227,121,371,167,,,,,,,0.28,0.0,0.02,0.3,2.26,3.19,194,120,372,178,39,25,481,160,1.42,0.0
677,Arblaster,Oliver,823,17,3,3,1.5,,,532372,0,0,0,0,0,0.0,0.3,2,0.8,False,,,45,532372.jpg,0.0,False,,a,49,188,22,65,9,0.2,0.7,Arblaster,105,0,0,0,1,0,0,0,0,0,0,0,9,11.8,11.5,17.0,4.1,1,0.02,0.00,0.02,2.74,474,209,433,216,407,202,467,210,,,,,,,0.02,0.0,0.0,0.02,2.35,0.86,482,290,271,128,381,168,807,343,0.86,0.0
678,Johnson,Brennan,450,18,3,88,3.7,100.0,100.0,242898,0,0,-2,2,1,6.2,5.7,8,5.7,False,,2023-12-16T08:00:10.122072Z,58,242898.jpg,0.9,False,,a,6,184576,19026,178208,935,1.0,15.2,Johnson,1430,4,7,4,23,0,0,0,1,0,0,5,279,374.4,334.5,500.0,121.0,17,5.20,1.94,7.13,26.07,133,58,78,59,40,25,64,49,,,,,,,0.33,0.0,0.12,0.45,1.64,1.45,76,48,22,14,75,40,208,63,1.07,0.25
679,Bentancur,Rodrigo,492,18,3,18,1.5,100.0,100.0,202993,0,0,-1,1,0,1.5,1.0,1,1.0,False,,2023-11-26T22:00:10.620789Z,54,202993.jpg,0.0,False,,a,6,9596,185,7917,130,0.2,3.3,Bentancur,505,1,0,0,12,0,0,0,3,0,0,0,79,105.6,92.5,73.0,26.9,7,1.15,0.62,1.77,9.93,346,146,272,155,272,138,336,149,,,,,,,0.2,0.0,0.11,0.31,1.77,2.14,120,72,256,122,386,172,552,195,1.25,0.0
680,Bissouma,Yves,493,18,3,32,1.7,100.0,100.0,227127,0,0,0,0,0,2.8,2.3,3,2.3,False,,2023-12-16T08:00:10.207505Z,50,227127.jpg,0.3,False,,a,6,84569,232,96229,109,0.5,6.4,Bissouma,1487,0,0,7,20,0,0,0,5,2,0,0,221,321.2,198.4,124.0,64.5,18,0.95,1.36,2.31,28.30,178,78,153,101,200,110,192,96,,,4.0,,,,0.06,0.0,0.08,0.14,1.71,1.21,201,124,138,64,355,156,293,95,1.09,0.42
681,Gil Salvatierra,Bryan,494,18,3,11,1.1,100.0,100.0,436234,0,0,-1,1,0,0.5,0.0,0,0.0,False,,2023-08-04T11:00:04.405468Z,49,436234.jpg,0.0,False,,a,6,1828,16,1865,17,0.0,2.2,Bryan,188,0,0,0,11,0,0,0,0,0,0,0,39,25.6,53.3,58.0,13.8,2,0.66,0.21,0.87,7.16,455,201,339,176,307,158,406,185,,,,,,,0.32,0.0,0.1,0.42,3.43,5.27,257,163,768,320,432,198,668,261,0.96,0.0
682,Højbjerg,Pierre-Emile,499,18,3,30,1.2,,,132015,0,0,-3,3,0,1.5,1.0,1,1.0,False,,,52,132015.jpg,0.3,False,,a,6,19560,119,54905,143,0.2,5.8,Højbjerg,977,0,0,1,22,0,0,0,3,0,0,0,164,215.0,121.9,70.0,40.7,6,0.41,1.24,1.64,22.17,248,99,231,138,276,140,277,134,,,3.0,,,,0.04,0.0,0.11,0.15,2.04,2.03,154,94,254,121,423,191,313,101,0.55,0.09
683,Kulusevski,Dejan,501,18,3,100,4.0,100.0,100.0,445044,0,0,-2,2,2,6.2,5.7,6,5.7,False,,2023-12-28T22:00:10.775100Z,68,445044.jpg,2.9,False,,a,6,960100,22161,876587,2962,0.8,14.7,Kulusevski,2119,6,3,7,30,0,0,0,6,0,0,11,356,528.6,748.4,716.0,199.1,24,3.51,5.39,8.89,37.61,54,19,14,10,13,7,12,8,3.0,,,,,,0.15,0.0,0.23,0.38,1.6,1.27,37,21,23,15,54,32,116,35,1.02,0.3
684,Lo Celso,Giovani,503,18,3,38,3.2,100.0,100.0,200826,0,0,-2,2,1,1.2,0.7,0,0.7,False,,2024-01-06T22:30:10.627213Z,48,200826.jpg,0.1,False,,a,6,37130,43,45465,61,0.1,7.9,Lo Celso,414,2,2,1,10,0,0,0,1,0,0,6,148,183.6,174.1,79.0,43.8,4,0.42,1.02,1.44,10.33,283,118,169,109,265,135,258,126,,,,,,,0.09,0.0,0.22,0.31,2.25,2.17,290,189,287,138,117,61,476,159,0.87,0.22
685,Maddison,James,504,18,3,92,5.4,100.0,100.0,172780,1,-1,5,-5,0,5.8,5.3,9,5.3,False,,2023-11-06T23:30:09.609885Z,80,172780.jpg,15.1,False,,a,6,5024061,136666,5181014,4077,0.7,11.5,Maddison,1398,4,9,6,15,0,0,0,3,0,0,9,348,476.4,626.2,435.0,153.7,17,4.16,4.42,8.58,18.87,73,25,21,16,53,33,26,19,1.0,,2.0,,2.0,,0.27,0.0,0.28,0.55,1.21,0.97,14,9,26,18,12,9,26,10,1.09,0.39
686,Ndombélé Alvaro,Tanguy,505,18,3,0,0.0,0.0,0.0,231372,0,0,-1,1,0,0.0,0.0,0,0.0,False,On loan to Galatasaray with an option to buy for €15m,2023-09-07T15:49:59.768785Z,44,231372.jpg,0.2,False,,u,6,12864,0,51106,18,0.0,0.0,Ndombele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,680,255,671,257,645,246,683,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,551,315,585,204,692,263,355,111,0.0,0.0
687,de Andrade,Richarlison,509,18,3,107,4.9,0.0,0.0,212319,0,0,0,0,2,0.0,0.0,0,0.7,False,Knee injury - Expected back 30 Mar,2024-03-01T14:00:10.883879Z,70,212319.jpg,4.1,False,,i,6,2505801,184,2498618,42690,0.1,15.3,Richarlison,1341,10,3,7,17,0,0,0,3,0,0,7,262,503.0,194.3,675.0,136.7,17,8.65,1.20,9.85,22.65,64,22,156,102,16,9,42,30,,,,,2.0,,0.58,0.0,0.08,0.66,1.52,1.14,31,18,288,139,18,15,87,28,1.14,0.47
688,Sarr,Pape Matar,513,18,3,70,3.0,100.0,100.0,482442,0,0,-1,1,0,3.2,2.7,5,2.7,False,,2023-12-30T22:30:10.203117Z,44,482442.jpg,1.8,False,,a,6,679158,3202,622352,1893,0.6,15.9,Sarr,1416,3,3,8,14,0,0,0,6,0,0,4,310,337.6,288.9,264.0,89.5,19,2.48,1.52,4.00,22.85,163,73,100,71,105,67,117,71,,,,,,,0.16,0.0,0.1,0.26,1.45,0.89,573,328,119,55,141,70,149,47,1.21,0.51
689,Skipp,Oliver,515,18,3,18,1.1,100.0,100.0,209042,0,0,-5,5,0,0.5,0.0,0,0.0,False,,2023-12-28T23:30:10.167224Z,45,209042.jpg,0.1,False,,a,6,9382,34,24777,78,0.0,4.0,Skipp,569,0,0,0,15,0,0,0,2,0,0,0,87,76.6,117.3,56.0,24.7,4,0.72,0.32,1.04,14.91,385,162,236,141,310,159,347,155,,,,,,,0.11,0.0,0.05,0.16,2.36,2.37,380,231,621,224,428,195,438,144,0.63,0.0
690,Heung-min,Son,516,18,3,166,6.9,100.0,100.0,85971,1,-1,9,-9,4,9.2,8.7,17,8.7,True,,2023-12-30T22:30:10.238220Z,99,85971.jpg,30.6,False,,a,6,7847393,316700,5819509,3349,0.9,16.8,Son,1987,14,8,7,30,1,0,0,1,0,0,21,545,768.2,605.1,772.0,214.4,23,7.77,5.36,13.13,35.61,12,5,23,18,9,5,10,7,,,,,1.0,,0.35,0.0,0.24,0.59,1.61,1.36,5,3,3,2,3,2,9,4,1.04,0.32
691,Solomon,Manor,583,18,3,14,2.8,0.0,0.0,235674,0,0,-4,4,1,0.0,0.0,0,0.0,False,Knee injury - Unknown return date,2023-10-06T15:30:09.250334Z,51,235674.jpg,0.1,False,,i,6,18926,4,28875,17,0.0,2.7,Solomon,196,0,2,0,2,0,0,0,1,0,0,2,53,73.4,144.3,61.0,28.0,2,0.41,0.75,1.16,1.79,390,166,202,129,296,151,332,147,,,,,,,0.19,0.0,0.34,0.53,0.82,0.92,167,101,791,338,170,77,461,153,0.92,0.0
692,de Santiago Alonso,Yago,754,18,3,0,0.0,,,492779,0,0,0,0,0,0.5,0.0,0,0.0,False,,,45,492779.jpg,0.0,False,,a,6,485,10,351,11,0.0,0.0,Yago Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,746,299,740,298,729,294,749,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450,264,669,254,749,302,764,309,0.0,0.0
693,Phillips,Kalvin,364,19,3,8,0.8,100.0,100.0,155405,0,0,-3,3,0,-0.3,0.7,1,0.2,False,,2024-02-17T18:00:08.287738Z,47,155405.jpg,0.0,False,,a,21,5667,62,7487,56,0.0,1.7,Phillips,358,0,0,0,10,0,0,0,1,1,0,0,22,30.0,22.5,31.0,8.4,3,0.22,0.10,0.32,8.62,448,196,400,199,365,185,442,201,,,,,,,0.06,0.0,0.03,0.09,2.17,2.51,314,205,364,170,522,244,528,181,0.75,0.0
694,Benrahma,Saïd,525,19,3,20,1.5,0.0,0.0,172841,0,0,-4,4,0,0.0,0.0,0,0.0,False,Season-long loan to Lyon,2024-02-04T18:54:06.403002Z,56,172841.jpg,0.3,False,,u,21,37652,0,100745,140,0.0,3.6,Benrahma,611,0,1,2,8,0,0,1,1,0,0,0,64,85.4,164.9,196.0,44.6,5,1.91,0.77,2.68,12.91,369,155,175,112,144,91,255,123,,,,,,,0.28,0.0,0.11,0.39,1.9,1.18,93,57,814,350,387,173,286,91,0.74,0.29
695,Bowen,Jarrod,526,19,3,147,5.4,100.0,100.0,178186,1,-1,10,-10,2,6.7,7.7,2,7.2,True,,2024-01-07T21:30:10.877600Z,80,178186.jpg,27.0,False,,a,21,6884157,80939,4970320,25843,0.9,18.4,Bowen,2427,14,3,5,48,0,0,0,2,0,0,11,414,714.4,300.9,934.0,194.6,27,9.45,3.01,12.46,48.98,17,8,92,66,8,4,13,9,2.0,,,,4.0,,0.35,0.0,0.11,0.46,1.82,1.78,15,10,9,5,13,10,11,5,1.0,0.19
696,Cornet,Maxwel,527,19,3,11,2.2,0.0,0.0,149519,0,0,-3,3,0,0.0,0.0,0,0.2,False,Hamstring injury - Expected back 30 Mar,2024-03-01T15:00:09.415707Z,52,149519.jpg,0.1,False,,i,21,2812,11,7334,35,0.0,2.1,Cornet,103,1,0,0,3,0,0,0,0,0,0,0,36,44.0,45.3,54.0,14.3,1,0.40,0.02,0.42,2.77,429,190,352,180,312,160,399,183,,,,,,,0.35,0.0,0.02,0.37,2.42,2.62,155,95,378,182,280,120,513,173,0.87,0.0
697,Coventry,Conor,529,19,3,0,0.0,0.0,0.0,222017,0,0,-2,2,0,0.0,0.0,0,0.0,False,Permanent transfer to Charlton Athletic,2024-01-13T08:43:46.860878Z,43,222017.jpg,0.1,False,,u,21,6821,0,11359,26,0.0,0.0,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,662,246,651,248,624,236,665,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,628,349,554,192,673,254,473,157,0.0,0.0
698,Downes,Flynn,531,19,3,0,0.0,0.0,0.0,220585,0,0,0,0,0,0.0,0.0,0,0.0,False,Season-long loan to Southampton,2023-08-23T08:39:25.105821Z,50,220585.jpg,0.0,False,,u,21,126,0,2017,2,0.0,0.0,Downes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,817,350,815,350,813,350,817,350,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,198,122,785,333,816,350,690,272,0.0,0.0
699,Fornals Malla,Pablo,534,19,3,19,1.3,0.0,0.0,217593,0,0,-4,4,0,0.0,0.0,0,0.0,False,Transferred to Real Betis,2024-02-04T18:54:58.984150Z,46,217593.jpg,0.0,False,,u,21,4470,0,11523,23,0.0,4.1,P.Fornals,418,0,0,1,9,0,0,0,0,0,0,0,68,64.2,75.5,79.0,21.9,4,0.31,0.34,0.65,9.49,405,171,305,166,264,134,361,161,,,,,,,0.07,0.0,0.07,0.14,2.04,1.94,343,222,723,290,411,186,548,192,0.86,0.22
700,Tolentino Coelho de Lima,Lucas,539,19,3,73,3.5,100.0,100.0,224024,0,0,0,0,1,2.0,3.0,6,2.5,False,,2023-12-29T00:00:10.830087Z,60,224024.jpg,1.7,False,,a,21,321063,8904,369341,933,0.4,12.2,L.Paquetá,1761,3,5,4,28,0,0,0,7,0,0,5,294,407.4,490.0,224.0,112.2,21,3.74,3.65,7.39,30.42,110,46,40,34,125,80,75,55,,,,,3.0,,0.19,0.0,0.19,0.38,1.55,1.43,65,40,134,62,102,53,154,48,1.07,0.2
701,Souček,Tomáš,542,19,3,90,3.3,100.0,100.0,215439,0,0,-1,1,0,2.3,3.3,1,2.8,False,,2023-08-26T19:30:07.900929Z,49,215439.jpg,1.1,False,,a,21,356366,1635,360963,1317,0.6,18.4,Souček,2143,6,1,5,41,0,0,0,5,0,0,6,333,541.4,127.8,408.0,107.8,25,5.56,0.62,6.18,43.98,49,18,218,134,60,37,83,59,,,,,,,0.23,0.0,0.03,0.26,1.85,1.72,244,157,112,50,112,58,186,56,1.05,0.21
702,Vlašić,Nikola,543,19,3,0,0.0,0.0,0.0,180151,0,0,0,0,0,0.0,0.0,0,0.0,False,Permanent transfer to Torino,2023-08-10T13:50:57.779550Z,45,180151.jpg,0.0,False,,u,21,0,0,13852,2,0.0,0.0,Vlašić,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,706,272,699,272,681,265,709,273,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,373,228,619,222,713,277,534,186,0.0,0.0
703,Álvarez Velázquez,Edson,642,19,3,52,2.2,100.0,100.0,213999,0,0,0,0,0,2.7,3.7,1,3.2,False,,2024-01-30T15:00:10.154192Z,50,213999.jpg,0.2,False,,a,21,23553,288,24665,207,0.6,10.4,Álvarez,1877,1,1,5,31,0,0,0,9,0,0,3,278,443.6,144.4,83.0,67.1,22,1.37,0.63,2.00,38.14,96,38,201,128,253,130,183,92,,,,,,,0.07,0.0,0.03,0.1,1.83,1.49,197,121,87,39,277,117,350,109,1.05,0.24
704,Ward-Prowse,James,664,19,3,115,4.3,,,101178,0,0,-1,1,1,2.0,3.0,1,2.5,False,,,59,101178.jpg,7.6,False,,a,21,2621794,14312,2020236,10025,0.4,19.5,Ward-Prowse,2332,5,7,5,48,0,0,0,4,0,0,15,559,662.4,839.1,256.0,175.5,27,5.31,5.25,10.56,47.65,28,12,10,7,109,70,20,14,1.0,,1.0,,1.0,,0.2,0.0,0.2,0.4,1.84,1.85,67,42,133,61,32,22,51,18,1.04,0.19
705,Kudus,Mohammed,689,19,3,97,4.2,100.0,100.0,460842,0,0,3,-3,2,2.7,3.7,2,3.2,False,,2024-01-01T13:00:13.493010Z,68,460842.jpg,4.6,False,,a,21,1390675,19898,1046594,7673,0.5,14.3,Kudus,1591,6,6,3,36,0,0,0,5,0,0,11,331,443.0,319.5,360.0,112.2,17,3.20,2.35,5.55,28.27,97,39,84,63,71,42,76,56,,,,,,,0.18,0.0,0.13,0.31,1.6,2.04,38,22,91,40,41,27,80,26,0.96,0.17
706,Orford,Lewis,773,19,3,0,0.0,,,518442,0,0,0,0,0,-0.5,0.5,0,0.0,False,,,45,518442.jpg,0.0,False,,a,21,195,13,117,4,0.0,0.0,Orford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,763,313,759,313,748,309,766,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,474,284,692,273,766,316,795,332,0.0,0.0
707,Earthy,George,829,19,3,0,0.0,,,490885,0,0,0,0,0,-0.5,0.5,0,0.0,False,,,45,490885.jpg,0.0,False,,a,21,50,7,15,4,0.0,0.0,Earthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,742,295,736,294,725,290,745,296,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,260,665,250,745,298,827,356,0.0,0.0
708,Doyle,Tommy,351,20,3,27,1.4,100.0,100.0,220394,0,0,-1,1,0,0.0,1.2,2,1.2,False,,2023-09-23T21:30:07.230910Z,44,220394.jpg,0.1,False,,a,39,13212,34,11260,97,0.3,6.1,Doyle,802,0,0,3,15,0,0,0,2,0,0,0,144,144.4,97.6,26.0,26.8,6,0.21,0.66,0.87,15.11,313,132,261,150,379,192,337,150,2.0,,4.0,,,,0.02,0.0,0.07,0.09,1.7,1.68,547,313,224,107,399,178,500,170,0.67,0.34
